turns,white_rating,black_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,rated_cod
98,1753,1451,4,1,0,102,241,980,94,543,1
35,1699,1457,4,1,2,102,241,967,94,132,1
41,1699,1500,8,1,2,19,219,1080,102,181,0
75,1500,1545,3,1,2,211,241,992,94,610,1
122,1364,1356,3,1,0,19,78,810,84,3,1
8,1374,1385,4,2,0,19,191,653,61,330,1
90,1324,1365,7,2,0,19,196,1150,106,612,1
46,1376,1370,6,1,0,19,162,357,38,324,1
29,1340,1366,1,3,0,19,0,1433,121,612,1
51,1278,1380,6,1,2,19,197,293,36,612,1
39,1250,1382,2,0,1,19,239,961,94,612,1
94,1388,1238,6,2,0,19,206,463,52,47,1
129,1301,1401,2,2,2,19,4,1471,127,493,1
129,1390,1423,5,2,2,19,192,783,83,612,1
38,1403,1321,4,1,0,19,191,647,61,221,1
68,1384,1393,3,3,0,19,239,962,94,0,1
56,1403,1387,3,3,0,19,152,359,38,377,1
88,1381,1393,2,1,0,19,4,1456,127,87,1
86,1405,1362,4,1,0,19,72,1141,104,337,1
107,1397,1405,3,0,1,19,91,1351,109,504,1
57,1397,1327,7,3,2,19,192,790,83,182,1
13,1374,1408,1,3,2,19,0,1433,121,612,1
82,1414,1594,4,3,0,19,73,21,0,472,1
63,1306,1429,2,1,2,19,239,961,94,612,1
40,1423,1610,6,3,0,19,206,463,52,47,1
42,1463,1432,1,3,2,19,0,677,68,612,1
50,1440,1443,8,3,2,19,319,727,72,441,1
25,1432,1456,11,1,2,19,208,516,52,569,1
88,1437,1635,3,1,0,19,152,359,38,377,1
62,1412,1427,2,3,0,19,90,1194,109,612,1
48,1443,1415,8,1,0,19,103,1196,109,9,1
30,1418,1404,4,3,0,19,195,637,59,377,1
110,1261,1397,2,1,0,19,239,961,94,612,1
60,1406,1458,6,1,0,19,108,1246,109,167,1
39,1349,1419,7,1,2,19,197,297,36,248,1
63,1412,1305,6,3,2,19,258,859,90,125,1
40,1424,1356,6,1,0,19,258,855,90,125,1
15,1413,1434,2,3,2,19,36,433,48,612,1
47,1408,1184,7,1,2,19,78,820,84,138,1
44,1500,1414,2,3,2,19,171,639,61,612,1
86,1343,1406,2,3,0,19,152,311,38,0,1
73,1697,1592,2,3,2,19,71,1404,113,612,1
80,1693,2287,3,1,0,19,73,11,0,254,1
117,1588,1696,1,0,1,19,0,30,3,612,1
41,1596,1711,3,1,2,19,174,67,10,612,1
94,1721,1754,4,1,0,19,117,1194,109,612,1
63,1721,1857,5,3,2,19,191,666,63,612,1
80,1735,1649,4,2,0,19,191,653,61,330,1
67,1731,1879,8,0,1,19,218,1047,102,76,1
116,1643,1722,5,2,0,19,193,1034,101,560,1
130,1228,1732,3,1,0,19,171,661,61,591,1
73,1716,1856,8,3,2,19,217,1045,102,76,1
93,1710,1712,12,3,2,19,149,1296,109,362,1
94,1828,1694,4,2,0,19,248,1377,110,612,1
33,1685,1609,2,3,2,19,81,111,17,612,1
47,1472,1445,5,1,2,41,241,976,94,309,0
23,1472,1500,5,1,2,203,241,976,94,309,0
84,1472,1218,3,3,2,108,239,977,94,326,0
6,1161,1472,3,3,2,158,37,768,78,612,0
88,1493,1315,2,1,0,196,61,191,29,612,1
35,1493,1500,3,1,2,187,239,977,94,326,0
78,1463,1493,4,1,0,54,71,764,74,596,0
61,1493,1463,3,3,2,54,239,977,94,326,0
113,1744,1482,4,0,1,19,171,71,10,95,0
78,1482,1744,3,1,0,19,239,977,94,326,0
31,1500,1482,4,3,2,121,20,254,33,274,0
49,1477,1189,3,1,2,19,239,977,94,326,1
82,1476,1474,5,1,0,19,241,976,94,309,1
115,1476,1524,4,2,2,19,245,943,90,322,0
59,1500,1170,3,1,2,19,172,164,20,0,0
82,1170,1500,3,1,0,19,171,650,61,299,0
22,1229,1160,3,3,0,108,174,67,10,612,1
49,1219,1229,5,1,2,19,162,360,38,408,0
45,1659,1500,6,3,2,236,91,1358,109,506,0
10,1032,1140,5,3,0,104,90,664,62,518,1
88,1037,1669,2,1,0,236,90,1194,109,612,1
33,1147,1121,5,1,2,19,71,760,74,472,1
69,1209,1261,4,1,2,19,193,777,82,612,1
84,1500,1311,2,1,0,19,19,247,33,274,0
70,1500,1473,5,1,0,19,176,1442,122,408,1
74,2352,2366,7,3,2,361,191,668,63,612,1
161,2351,2363,5,1,2,361,117,1224,109,156,1
62,1500,1758,9,1,0,37,74,6,0,196,1
39,1724,1605,3,3,2,117,92,1202,109,28,1
91,1364,1327,8,3,2,108,208,519,52,569,1
53,1327,1355,6,1,2,236,195,844,87,249,0
35,1367,1343,5,3,2,19,78,807,84,0,1
52,1361,1370,5,3,0,19,192,785,83,1,1
66,1327,1343,6,3,0,19,201,405,40,612,1
111,1347,1186,7,1,2,19,197,297,36,248,1
27,1334,1400,3,1,2,19,152,352,38,282,1
19,1348,1322,6,3,0,19,185,564,55,612,1
27,1329,1466,3,3,0,19,90,1208,109,99,1
25,1295,1821,4,1,2,19,195,637,59,377,1
102,1329,1282,7,3,0,19,246,939,90,129,1
60,1285,1598,3,1,0,19,178,1434,122,612,1
62,1099,1279,3,1,0,19,239,967,94,132,1
130,1275,1398,3,0,1,19,81,112,17,0,1
61,1350,1285,7,1,2,19,246,939,90,129,1
63,1383,1286,7,1,2,19,197,297,36,248,1
50,1297,1313,5,1,0,19,201,462,52,612,1
26,1273,1286,8,1,0,19,201,495,52,211,1
33,1282,1018,5,1,2,19,193,1034,101,560,1
17,1231,1295,11,1,2,19,208,516,52,569,1
32,1306,1298,8,3,0,19,201,297,36,248,1
92,1195,1298,1,2,0,19,0,1433,121,612,1
47,1383,1307,4,1,2,19,191,210,31,612,1
25,1296,1284,3,3,2,19,93,1219,109,141,1
71,1600,1300,6,1,2,19,173,172,20,377,1
57,1282,1492,4,1,2,19,192,784,83,0,1
43,1386,1279,1,0,1,19,0,434,49,612,1
17,1264,1367,6,1,2,19,201,405,40,612,1
51,1393,1272,4,1,2,19,240,967,94,132,1
24,1278,1474,4,1,0,19,192,784,83,0,1
39,1267,1370,4,3,2,19,72,1141,104,337,1
49,1349,1276,3,1,2,19,171,650,61,299,1
40,1285,1383,3,1,0,19,152,352,38,282,1
95,1526,1290,1,1,2,19,0,434,49,612,1
45,1460,1296,10,1,2,19,239,91,11,419,1
64,1299,1647,3,1,0,19,90,1208,109,99,1
51,1279,1625,7,3,2,19,197,297,36,248,1
43,1455,1272,8,1,2,311,101,1282,109,307,1
29,1253,1472,6,3,2,311,72,1137,104,314,1
23,1258,1481,4,3,0,117,241,967,94,132,1
53,1500,1509,5,1,2,361,177,1443,122,527,1
25,2165,1973,6,1,2,19,101,1250,109,202,1
78,2179,2115,1,3,0,19,0,434,49,612,1
52,1857,2176,4,2,0,19,51,44,8,612,1
83,2173,1831,3,3,2,19,174,67,10,612,1
41,2177,2051,9,0,1,19,154,323,38,18,1
101,2156,2181,5,3,2,19,97,1323,109,382,1
37,2175,1983,14,1,2,19,140,1306,109,362,1
106,1856,2171,3,3,0,19,152,353,38,291,1
56,2030,2164,3,1,0,19,90,1370,109,530,1
124,2179,2090,2,3,0,19,36,433,48,612,1
32,1450,1390,5,3,0,19,197,1415,116,612,1
67,1507,1497,7,3,2,19,206,522,52,569,1
42,1511,1490,8,1,0,19,219,1080,102,181,1
78,1402,1465,7,1,0,19,206,522,52,569,1
100,1492,1560,2,3,0,19,78,809,84,2,1
64,1558,1526,3,3,2,19,174,67,10,612,1
53,1491,1438,5,1,2,19,197,1415,116,612,1
71,1447,1439,2,3,2,19,78,809,84,2,1
41,1455,1506,4,3,2,19,171,662,61,591,1
77,1570,1565,8,3,2,19,219,1080,102,181,1
7,1238,1500,3,1,2,350,174,67,10,612,0
7,1500,1238,3,1,2,350,174,67,10,612,0
4,1500,1238,1,1,0,350,2,61,9,612,0
18,1500,1238,3,1,0,350,90,1208,109,99,0
23,1443,1500,5,1,2,117,195,1150,106,612,0
12,1500,1626,3,3,0,37,174,67,10,612,0
60,1319,1214,4,3,0,19,191,645,61,152,1
54,1278,1308,2,3,0,19,10,223,33,39,1
28,1317,1401,7,1,0,19,196,1150,106,612,1
32,1258,1331,2,3,2,19,90,1194,109,612,1
65,1320,1291,4,1,2,19,191,653,61,330,1
33,1331,1347,8,3,0,19,101,1255,109,213,1
104,1340,1433,2,3,0,19,239,961,94,612,1
127,1134,1346,2,0,1,19,90,1194,109,612,1
73,1336,1292,2,3,2,19,36,682,70,612,1
106,1515,1319,3,3,0,19,93,1219,109,141,1
40,1295,1308,5,1,0,19,73,25,0,572,1
45,1295,1321,2,3,2,19,36,283,34,612,1
117,1278,1463,3,1,2,19,241,992,94,610,1
123,1363,1287,2,1,2,19,41,443,50,612,1
45,1275,1287,4,3,2,19,195,637,59,377,1
89,1201,1290,10,1,2,19,127,1227,109,166,1
73,1214,925,5,3,2,381,154,314,38,20,1
105,966,937,2,1,2,108,72,1125,104,612,1
8,951,955,3,3,0,108,152,359,38,377,1
61,784,970,3,1,2,19,191,635,59,612,1
101,1161,958,4,1,2,108,72,1143,104,349,1
96,972,985,6,1,0,37,201,502,52,463,1
79,1148,972,4,1,2,102,72,1141,104,337,0
16,972,1301,3,3,0,108,171,847,88,612,0
13,1181,978,2,3,2,19,10,238,33,43,1
21,958,1008,3,3,2,108,171,650,61,299,1
28,1015,956,3,0,1,108,90,1208,109,99,1
46,972,954,3,1,0,108,171,640,61,27,1
110,983,1090,2,1,0,19,36,283,34,612,1
105,964,1029,3,3,2,19,239,967,94,132,1
66,1058,943,3,1,0,19,239,977,94,326,1
47,808,973,1,1,2,19,0,1433,121,612,1
11,1095,986,4,3,2,19,72,1141,104,337,1
62,999,1092,1,3,0,19,0,434,49,612,1
13,912,1024,4,3,2,19,72,1141,104,337,1
132,1032,1274,5,1,0,102,84,134,17,181,1
112,1199,1002,5,1,0,19,258,852,90,11,1
20,1029,914,1,1,0,19,0,434,49,612,1
128,1048,1077,1,1,0,19,36,960,93,612,1
33,1082,1070,2,3,2,19,72,1125,104,612,1
141,1044,1080,2,2,2,19,4,1458,127,171,1
30,1070,1069,2,3,2,19,72,1125,104,612,1
107,1206,1069,3,1,2,161,191,635,59,612,0
48,1099,1052,6,3,0,108,72,1134,104,220,1
6,1062,1071,4,3,0,108,239,985,94,578,1
19,1038,1074,6,3,2,108,72,1134,104,220,1
53,1266,1053,2,3,2,108,4,1466,127,436,1
63,1099,1326,3,3,0,236,239,977,94,326,1
42,1141,1168,3,3,0,26,71,137,17,233,1
44,954,1166,2,0,1,376,4,1466,127,436,1
21,1196,946,2,0,1,376,71,774,79,612,1
37,937,1233,2,0,1,376,6,1003,97,612,1
39,1638,940,7,3,2,311,154,322,38,18,0
105,1649,1672,3,3,2,19,241,992,94,610,1
80,1676,1637,3,3,0,19,174,67,10,612,1
39,1711,1645,5,3,2,19,71,752,74,263,1
90,1655,1668,4,3,0,19,99,1324,109,385,1
41,1666,1647,4,3,0,19,191,210,31,612,1
69,1645,1655,5,3,0,19,201,462,52,612,1
21,1591,1647,2,3,0,19,4,1456,127,87,1
103,1648,1672,5,1,2,19,197,1415,116,612,1
79,1595,1660,6,3,2,19,265,877,90,28,1
31,1671,1671,3,3,2,19,181,540,55,612,1
25,1660,1665,5,3,2,19,197,1415,116,612,1
31,1682,1670,3,1,2,19,245,850,90,612,1
140,1683,1621,10,3,0,19,114,1328,109,408,1
148,1693,1693,4,1,0,19,99,1324,109,385,1
87,1730,1703,6,1,2,19,206,463,52,47,1
41,1799,1711,3,3,2,19,245,850,90,612,1
80,1143,1711,5,1,0,19,195,843,87,612,0
90,1686,1701,6,3,0,19,213,1121,102,535,1
47,1711,1724,6,3,0,19,197,1419,116,598,1
97,1701,1680,3,1,2,19,152,352,38,282,1
101,1964,1705,3,3,2,19,174,67,10,612,1
108,1720,1566,4,1,0,19,191,653,61,330,1
132,1728,1798,5,3,0,19,193,1034,101,560,1
94,1755,1717,5,1,0,19,201,462,52,612,1
43,1704,1775,7,3,2,19,199,304,36,516,1
61,1772,1713,6,3,2,19,206,463,52,47,1
41,1699,1800,7,3,2,19,199,304,36,516,1
64,1610,1691,5,3,0,19,211,1036,102,612,1
61,1679,1730,4,1,2,19,108,1251,109,206,1
58,1576,1671,3,3,0,19,171,650,61,299,1
33,1661,1675,3,1,2,19,152,352,38,282,1
54,1661,1618,8,1,0,19,112,1328,109,408,1
60,1748,1647,5,3,0,19,201,462,52,612,1
141,1637,1661,4,1,2,19,99,1324,109,385,1
57,1540,1629,6,3,0,19,185,550,55,612,1
127,1620,1549,8,3,2,19,199,305,36,516,1
103,1535,1634,5,1,2,19,176,1442,122,408,1
71,1347,1268,1,1,2,19,0,1433,121,612,1
61,1400,1500,5,1,2,113,71,752,74,263,1
60,1500,1072,5,1,0,315,197,1415,116,612,0
73,1258,1362,3,1,2,108,93,1219,109,141,1
80,1088,1350,5,3,0,108,240,1008,98,612,1
108,1297,1330,4,1,0,111,20,254,33,274,1
72,1605,1367,3,3,2,21,90,1208,109,99,1
100,1420,1620,3,3,0,211,181,540,55,612,1
105,1621,1325,7,0,1,374,154,322,38,18,1
98,1500,1501,4,3,0,203,241,967,94,132,1
35,1576,1539,5,3,2,19,195,636,59,283,1
29,1191,1598,3,1,2,19,171,661,61,591,1
41,1595,1223,6,2,2,19,192,800,83,372,1
95,1301,1616,4,2,2,19,192,784,83,0,1
79,1611,1371,4,2,2,19,195,637,59,377,1
46,1383,1606,6,1,0,19,173,172,20,377,1
81,1498,1597,7,3,0,19,196,1150,106,612,1
69,1355,1592,3,3,0,19,178,1434,122,612,1
76,1593,2216,7,2,0,19,77,696,70,571,1
108,1532,1583,6,1,0,19,192,792,83,227,1
75,1569,1349,5,1,2,19,211,1036,102,612,1
87,1728,1576,6,2,2,19,49,773,77,151,1
111,1560,1686,3,2,2,19,71,746,74,612,1
40,1550,1482,7,3,2,19,154,322,38,18,1
60,1553,1953,5,3,0,19,211,1036,102,612,1
109,1775,1558,9,1,2,19,226,1089,102,357,1
31,1549,1570,5,1,2,19,195,646,61,168,1
60,1577,1874,4,1,0,19,192,784,83,0,1
52,1276,1573,4,1,0,19,239,963,94,1,1
87,1585,1569,5,3,0,19,71,759,74,472,1
26,1408,1579,4,3,0,315,172,642,61,80,1
63,1575,1281,4,2,2,19,191,645,61,152,1
101,1814,1568,4,0,1,19,181,574,55,612,1
80,1585,1697,3,2,0,19,93,1219,109,141,1
71,1574,1561,6,2,2,19,192,786,83,2,1
174,1528,1564,7,1,0,19,219,1074,102,181,1
123,1651,1573,5,2,2,19,197,1415,116,612,1
99,1569,1298,5,1,2,19,192,785,83,1,1
114,1390,1201,3,1,0,19,152,352,38,282,1
57,1349,1403,6,1,2,19,319,704,72,612,1
29,1418,1415,3,1,2,19,171,655,61,363,1
45,1403,1403,8,1,2,19,201,495,52,211,1
9,1395,1273,2,1,2,19,71,774,79,612,1
102,1408,1393,4,1,0,19,191,653,61,330,1
114,1345,1398,7,3,0,350,240,988,94,578,1
67,1545,1405,5,1,2,350,193,778,82,0,1
128,1410,1629,8,1,0,350,208,519,52,569,1
12,1500,1378,3,3,0,350,171,650,61,299,1
52,1232,1371,1,3,0,19,0,434,49,612,1
109,1372,1347,5,0,1,19,192,785,83,1,1
22,1384,1353,5,1,0,19,201,462,52,612,1
41,1285,1400,4,1,2,19,171,662,61,591,1
50,1412,1433,8,1,0,19,201,495,52,211,1
60,1416,1699,4,3,0,19,97,1316,109,382,1
93,1406,1338,5,2,2,19,192,785,83,1,1
92,1564,1389,5,1,0,350,175,77,10,423,1
56,1102,1385,3,1,0,350,171,651,61,312,1
122,1243,1378,2,1,0,350,37,960,93,612,1
111,1586,1383,5,1,2,350,177,1443,122,527,1
68,1045,1383,4,1,0,273,171,662,61,591,0
42,1383,1045,3,1,0,273,152,352,38,282,1
26,1383,1045,3,3,0,273,152,352,38,282,1
77,1383,1045,3,1,2,273,152,352,38,282,1
45,1383,1045,3,1,2,273,152,352,38,282,1
112,1383,1045,3,0,1,361,152,352,38,282,1
52,1383,1045,3,1,0,361,152,352,38,282,1
98,1500,1503,3,3,0,19,171,282,33,559,1
89,1980,1860,11,1,2,19,163,372,38,537,1
59,1171,1432,7,1,2,19,27,249,33,274,1
113,1403,1364,3,1,2,19,152,371,38,533,1
62,1446,1359,3,3,0,19,171,650,61,299,1
58,1369,1413,3,1,0,19,174,67,10,612,1
12,1468,1354,3,1,0,19,171,650,61,299,1
84,1331,1434,3,1,0,361,174,67,10,612,1
33,1985,1009,6,3,2,19,213,1121,102,535,1
63,1227,1009,4,1,2,19,171,662,61,591,0
41,1009,1227,3,1,2,19,152,359,38,377,0
69,1344,1018,1,1,2,361,0,434,49,612,1
92,1018,1707,2,3,0,19,72,1125,104,612,0
20,1018,1489,4,3,0,19,73,19,0,377,0
16,1018,1387,5,3,0,187,193,778,82,0,0
81,1500,1018,6,3,2,19,213,1121,102,535,0
31,998,835,5,1,2,236,193,1035,101,575,1
45,1055,1034,5,3,2,102,177,1443,122,527,1
19,1166,1034,5,1,2,19,201,462,52,612,0
19,1100,1034,7,1,2,19,197,297,36,248,0
88,1009,1038,2,2,1,361,36,433,48,612,1
124,1500,1038,3,1,0,158,171,650,61,299,0
2,1038,1331,2,2,0,102,72,1125,104,612,0
13,1653,1038,4,3,2,311,195,637,59,377,0
12,1038,1265,4,3,2,329,191,645,61,152,0
25,955,1038,2,3,2,19,36,283,34,612,0
46,1063,1779,3,3,0,361,152,363,38,434,0
26,1067,972,1,3,2,19,0,1433,121,612,0
24,1072,1815,4,3,0,311,239,963,94,1,0
49,1324,1096,6,1,2,76,177,1444,122,527,1
40,1150,1202,1,3,0,187,0,1433,121,612,1
29,1918,1150,6,1,2,102,211,1108,102,380,0
137,1352,1629,5,1,2,19,195,659,61,554,1
14,1352,1364,3,0,1,361,171,655,61,363,1
60,1353,1364,5,3,2,361,192,785,83,1,1
44,1377,1340,2,1,0,361,81,111,17,612,1
34,1351,1366,3,1,0,361,181,540,55,612,1
40,1363,1353,3,1,0,361,191,635,59,612,1
113,1403,1364,3,1,2,19,152,371,38,533,1
38,1323,1365,3,0,1,19,171,661,61,591,1
90,1287,1355,2,3,0,19,36,433,48,612,1
37,1345,1296,3,3,2,19,171,660,61,565,1
44,1331,1341,2,1,0,361,72,1125,104,612,1
34,1343,1328,4,1,0,361,72,1141,104,337,1
34,1343,1328,4,3,0,361,72,1141,104,337,0
157,1293,1342,4,1,2,361,191,643,61,110,1
45,1210,1334,1,3,0,19,0,1433,121,612,1
31,1325,1218,2,1,2,19,36,433,48,612,1
102,1690,1712,1,1,0,108,0,1433,121,612,1
32,1763,1628,1,3,0,108,0,434,49,612,1
79,1776,1880,6,1,2,19,100,1315,109,381,1
29,1840,1785,4,3,2,19,245,943,90,322,1
75,1786,1795,11,1,2,19,304,427,44,561,1
66,1711,1751,3,3,0,19,90,1208,109,99,1
39,1848,1857,12,3,2,104,289,904,90,395,1
44,1865,1990,4,3,0,104,99,1324,109,385,1
38,1880,1828,9,3,0,104,226,1089,102,357,1
48,1835,1868,6,3,0,104,121,1195,109,0,1
83,1854,1871,3,3,2,104,78,810,84,3,1
45,1805,1870,3,3,2,104,91,1351,109,504,1
132,1873,1803,6,0,1,104,211,1072,102,148,1
55,1989,1868,8,0,1,104,274,1177,108,612,1
82,1884,1830,6,3,0,104,191,212,31,407,1
100,1839,1871,3,1,0,104,93,1219,109,141,1
142,1844,1857,3,3,0,108,90,1208,109,99,1
85,1844,1809,7,3,2,104,215,1055,102,137,1
54,1832,1829,12,3,0,104,143,1367,109,514,1
80,1844,1839,4,3,0,104,99,1324,109,385,1
99,1845,1841,4,0,1,104,117,1194,109,612,1
100,1837,1828,5,3,0,104,242,982,94,564,1
51,1810,1835,4,3,2,104,99,1324,109,385,1
69,1981,1818,1,3,2,203,0,434,49,612,1
106,1805,1800,6,3,0,104,121,1195,109,0,1
58,1815,1893,4,3,0,253,117,1194,109,612,1
63,1946,1828,4,3,2,104,117,1194,109,612,1
48,1843,1938,2,3,0,104,71,774,79,612,1
64,1859,1945,6,1,0,104,72,1135,104,244,1
57,1825,1885,3,3,2,104,90,1208,109,99,1
24,1864,1833,9,3,2,104,226,1089,102,357,1
123,1879,1863,12,0,1,104,277,1180,108,94,1
54,1895,1813,9,3,0,104,224,1098,102,357,1
66,1812,1872,4,3,0,104,117,1194,109,612,1
77,1906,1902,6,3,2,104,121,1195,109,0,1
143,1873,1833,6,2,2,104,213,1121,102,535,1
32,1916,1842,9,3,0,104,226,1089,102,357,1
39,1854,1880,6,3,0,104,121,1195,109,0,1
79,1839,1819,6,3,2,104,213,1121,102,535,1
84,1795,1789,5,3,0,104,117,1224,109,156,1
71,1717,1833,4,3,2,104,117,1194,109,612,1
97,1761,1712,6,0,1,104,121,1195,109,0,1
38,1770,1789,4,3,2,104,117,1194,109,612,1
66,1890,1853,6,3,0,104,213,1121,102,535,1
59,1800,1750,3,3,0,104,90,1372,109,600,1
43,1500,1627,8,3,2,104,75,14,0,348,1
91,1822,1431,6,1,2,21,185,557,55,612,0
63,1416,1216,5,1,2,329,193,778,82,0,1
77,1393,1337,7,1,2,329,216,1038,102,76,1
13,1867,1399,7,3,2,19,208,518,52,569,1
62,1438,1407,4,2,0,19,192,784,83,0,1
23,2009,1441,5,1,2,19,195,1150,106,612,1
17,1460,1483,7,3,2,19,219,1074,102,181,1
44,1500,1762,8,3,0,19,109,1262,109,256,1
33,1937,1507,6,3,2,19,185,564,55,612,1
30,1508,2364,11,3,0,19,144,1308,109,361,1
46,1319,1480,1,1,0,19,0,1433,121,612,1
42,1486,2125,9,1,0,19,227,1087,102,357,1
90,1734,1402,6,3,0,19,36,680,69,117,1
65,1915,1835,4,3,2,19,96,1260,109,251,1
76,1853,1595,6,3,0,19,268,903,90,375,1
69,2340,1857,4,1,2,19,241,965,94,53,1
48,1798,1848,6,3,0,19,201,405,40,612,1
66,1850,2192,7,3,0,19,323,716,72,298,1
72,1862,1846,10,3,0,19,268,887,90,181,1
62,1788,1853,6,1,0,19,201,405,40,612,1
69,1846,1719,7,3,2,19,323,716,72,298,1
70,1551,1842,5,3,0,19,258,868,90,386,1
56,1852,1879,2,1,0,19,71,774,79,612,1
170,1819,1889,8,3,0,19,258,860,90,125,1
111,1880,1803,8,3,2,19,353,629,58,496,1
160,1935,1867,7,2,0,19,262,866,90,377,1
108,1879,1841,5,3,0,19,66,202,29,435,1
73,2231,1882,3,3,2,19,241,992,94,610,1
66,1850,1871,2,3,0,19,239,961,94,612,1
77,1870,1412,2,1,2,19,36,682,70,612,1
59,1949,1879,5,1,2,19,172,168,20,270,1
97,1324,1878,4,3,0,19,258,851,90,612,1
62,1889,1907,3,3,0,19,171,650,61,299,1
76,1708,1887,6,2,0,19,184,547,55,612,1
67,1841,1900,12,1,2,19,203,489,52,178,1
3,1375,1332,3,2,2,19,241,992,94,610,1
77,1318,1395,4,1,2,19,77,1010,99,612,1
70,1331,1289,5,3,0,19,93,1220,109,141,1
39,1254,1322,4,3,0,19,36,292,34,612,1
63,1309,1336,6,1,2,108,154,315,38,21,1
47,1326,1321,3,2,2,19,171,650,61,299,1
29,1308,1339,3,1,2,19,152,359,38,377,1
41,1285,1321,2,3,2,19,36,433,48,612,1
48,1270,1322,3,1,0,19,241,992,94,610,1
38,1327,1542,6,1,0,19,154,315,38,21,1
46,1328,1978,7,1,0,19,201,492,52,211,1
67,1550,1321,2,1,2,19,72,1125,104,612,1
48,1322,1836,2,3,0,19,71,774,79,612,1
12,1328,1498,7,3,0,19,173,167,20,225,1
10,1358,1315,5,2,0,19,192,785,83,1,1
30,1319,1633,5,2,0,19,192,783,83,612,1
48,1330,1345,5,3,0,19,154,314,38,20,1
18,1343,1369,6,3,0,19,206,463,52,47,1
13,1335,1355,5,1,2,19,192,783,83,612,1
62,1140,1349,3,3,0,19,181,540,55,612,1
38,1350,1938,7,3,0,19,201,492,52,211,1
27,1360,1362,4,2,2,19,13,218,33,23,1
49,1783,1364,8,3,2,19,208,519,52,569,1
36,1368,1635,5,3,0,19,99,1314,109,381,1
36,1370,1838,4,3,0,19,72,1141,104,337,1
1,1464,1355,1,3,0,19,0,434,49,612,1
49,1341,1424,5,3,2,19,99,1314,109,381,1
37,1819,1345,6,3,2,19,185,557,55,612,1
95,1324,1795,4,1,2,19,195,637,59,377,1
17,1318,1169,4,3,2,19,191,645,61,152,1
23,1743,1320,5,1,2,19,192,785,83,1,1
118,1329,1308,5,1,0,19,184,560,55,612,1
12,1317,1392,4,3,0,19,72,1141,104,337,1
41,1309,1213,5,3,2,19,192,785,83,1,1
16,1321,1259,2,3,0,19,78,809,84,2,1
2,1336,1516,2,2,0,19,72,1125,104,612,1
35,1375,1346,4,3,2,19,191,210,31,612,1
9,1398,1355,4,3,2,19,191,210,31,612,1
81,1346,1295,4,1,2,19,175,68,10,76,1
55,1351,1357,4,2,2,19,192,784,83,0,1
2,1039,1161,2,2,0,124,171,639,61,612,1
2,1055,1280,1,3,0,124,0,1433,121,612,1
8,1086,1148,1,3,0,19,0,1433,121,612,1
62,1091,1958,1,1,0,19,0,1433,121,612,1
4,1091,1171,1,3,0,161,0,1433,121,612,0
2,1091,1529,1,3,0,161,0,1433,121,612,0
2,1091,1701,1,3,2,161,0,1433,121,612,0
2,1091,1500,1,3,0,236,0,1433,121,612,0
5,1674,1095,1,3,2,377,0,827,86,612,1
15,1907,1095,4,3,2,19,152,1002,96,501,1
26,1185,1171,1,1,0,19,0,1433,121,612,1
38,1193,1636,1,1,0,19,0,1433,121,612,1
69,1733,1199,3,1,2,229,37,768,78,612,1
44,1236,1373,1,1,0,203,0,1433,121,612,1
37,2047,1236,3,1,2,352,78,1001,96,228,0
64,1264,1506,1,1,0,344,0,1433,121,612,1
1,2032,1223,1,2,2,39,71,638,60,612,0
2,1765,1234,1,3,2,380,1,734,73,612,1
26,1246,1753,2,1,0,380,36,283,34,612,1
12,1739,1260,1,3,2,380,0,434,49,612,1
14,1279,1720,1,3,0,380,1,734,73,612,1
73,1694,1305,2,1,2,380,4,1465,127,432,1
3,1654,1345,1,3,2,380,1,734,73,612,1
6,1423,1576,3,3,0,380,152,359,38,377,1
26,1662,1337,3,0,1,380,39,45,8,73,1
3,1500,1500,2,3,0,19,36,433,48,612,1
52,1500,1377,8,3,0,110,195,1152,106,71,0
68,1377,1500,6,3,0,110,154,315,38,21,0
61,1500,1377,8,1,2,110,192,789,83,181,0
19,2126,1500,13,3,2,110,166,340,38,137,0
36,1500,2126,2,3,0,110,41,443,50,612,0
34,2126,1500,8,3,2,110,221,1093,102,357,0
46,1500,2126,14,3,0,110,151,1296,109,362,0
110,1500,2126,14,1,0,110,151,1296,109,362,0
138,1537,1500,3,2,0,102,90,1208,109,99,0
68,1500,1537,6,1,0,102,206,463,52,47,0
125,1500,1619,5,3,2,102,201,462,52,612,0
84,1026,1864,4,1,0,361,239,963,94,1,1
31,1513,1026,2,3,2,19,36,433,48,612,0
119,1519,1026,3,3,2,19,178,1434,122,612,0
32,1026,1369,3,1,0,19,171,650,61,299,0
90,1026,1916,2,1,0,19,0,678,68,453,0
54,1145,1040,2,3,2,108,72,1125,104,612,1
64,1043,1539,3,1,0,315,239,962,94,0,1
73,1878,1043,3,1,2,315,20,258,33,274,1
171,1666,1044,5,1,2,43,192,783,83,612,1
13,1856,1045,4,1,2,315,174,75,10,414,1
14,1382,1009,1,2,0,310,0,537,53,612,1
72,1547,971,3,3,0,309,152,351,38,277,1
52,971,1500,2,1,0,315,72,1125,104,612,0
114,971,1629,2,1,0,315,77,682,70,612,0
21,981,1181,4,3,0,54,152,310,38,612,1
49,982,1700,3,3,0,40,171,649,61,276,1
