turns,white_rating,black_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,rated_cod
62,2030,2091,6,3,0,236,173,172,20,377,1
76,2162,1989,4,3,0,189,93,1217,109,139,1
16,1985,1540,4,3,2,117,241,967,94,132,1
127,2169,2002,9,3,2,213,74,5,0,181,1
30,2020,1952,2,3,0,370,41,443,50,612,1
73,1918,1883,7,1,2,211,253,1399,110,561,1
88,1868,1949,7,3,2,189,315,953,92,191,1
52,1826,1769,10,3,0,203,102,1276,109,296,1
62,2034,1645,2,1,0,21,41,443,50,612,1
13,1661,2030,8,3,0,21,260,853,90,31,1
52,1982,1512,5,3,0,32,91,1350,109,503,1
70,1530,1403,3,1,0,236,90,1208,109,99,1
52,1836,1905,8,1,0,19,154,312,38,18,1
99,1896,1842,3,3,2,19,239,977,94,326,1
39,1886,1885,3,1,2,19,239,977,94,326,1
31,1737,1901,6,3,2,19,108,1284,109,321,1
130,1910,1955,3,3,0,19,239,977,94,326,1
31,1843,1924,3,3,2,19,152,352,38,282,1
62,1683,1919,2,3,0,19,152,311,38,0,1
30,1930,1912,3,3,0,19,62,195,29,188,1
98,1912,1920,9,2,0,19,157,387,38,548,1
116,1975,1907,9,2,0,19,154,323,38,18,1
36,1918,1914,2,3,0,19,41,443,50,612,1
47,1818,1932,3,3,2,19,152,353,38,291,1
116,1944,1906,2,3,0,19,37,960,93,612,1
61,1976,1954,9,3,2,19,153,345,38,181,1
32,1963,2020,5,3,0,19,42,449,50,309,1
87,1956,1836,3,3,2,19,239,977,94,326,1
109,1953,1584,2,1,2,19,36,826,85,612,1
24,1698,1949,3,3,0,19,1,740,73,349,1
87,1917,1961,4,3,2,19,65,193,29,137,1
101,1953,1886,2,2,2,19,41,443,50,612,1
103,1941,1977,3,3,2,19,239,977,94,326,1
53,1931,1922,2,3,2,19,41,443,50,612,1
88,1847,1923,9,3,0,19,154,323,38,18,1
39,1884,1935,3,1,2,19,152,353,38,291,1
31,2079,1941,7,3,2,19,163,342,38,137,1
121,1915,1943,3,3,2,19,152,352,38,282,1
147,1914,1996,1,1,2,19,36,960,93,612,1
38,1914,1903,9,3,0,19,154,323,38,18,1
30,2014,1882,4,3,0,19,176,1436,122,38,1
100,1995,2014,6,0,1,19,72,1146,104,425,1
170,2060,1779,5,2,0,19,93,1256,109,215,1
81,2044,1984,8,3,2,19,160,388,38,545,1
101,1897,2109,10,1,2,19,154,324,38,18,1
116,2145,1977,10,3,0,19,208,517,52,569,1
30,1898,2134,2,3,0,19,71,774,79,612,1
130,2176,1917,1,1,0,19,0,434,49,612,1
105,2156,2055,5,1,2,19,152,389,38,571,1
70,1888,2145,2,1,0,19,78,809,84,2,1
27,2129,1945,4,3,2,19,82,111,17,612,1
44,1763,2122,2,3,0,19,71,774,79,612,1
170,2149,1757,5,0,1,19,93,1256,109,215,1
28,2255,2100,8,3,0,228,319,727,72,441,1
57,2181,2132,3,3,2,21,61,203,29,443,1
89,1980,1860,11,1,2,19,163,372,38,537,1
133,1762,2220,5,1,2,19,97,1323,109,382,1
39,2213,1860,3,1,2,19,152,359,38,377,1
33,2182,2208,11,3,2,19,106,1198,109,9,1
38,1808,2175,8,3,0,19,92,1205,109,28,1
49,2171,1668,11,1,2,19,88,127,17,137,1
38,1085,2171,4,1,0,19,108,1251,109,206,1
123,2087,2162,6,1,2,19,197,293,36,612,1
49,2156,1700,9,1,2,361,113,1331,109,408,1
138,2033,2121,4,3,0,19,108,1251,109,206,1
94,2114,2162,11,0,1,19,88,127,17,137,1
46,2203,2028,3,1,0,19,41,1423,118,612,1
43,1935,2064,11,1,2,19,163,372,38,537,1
134,1971,2195,9,3,0,19,193,1019,101,147,1
102,2054,1815,2,3,0,19,90,1194,109,612,1
56,1652,1716,4,3,0,19,108,1251,109,206,1
127,1500,1575,6,3,2,19,201,405,40,612,1
130,1776,1728,11,0,1,54,205,476,52,137,0
68,1728,1776,4,1,0,54,240,967,94,132,0
88,2036,1776,6,1,0,19,172,188,26,612,0
54,1776,2036,2,3,0,19,81,111,17,612,0
128,1776,1718,2,2,0,379,71,774,79,612,0
116,1718,1776,7,1,0,379,202,500,52,253,0
54,1718,1776,3,1,0,361,171,663,62,4,0
19,1776,1718,4,1,2,361,171,71,10,95,0
82,1697,1776,5,1,0,102,0,841,86,551,0
45,1348,1397,5,3,2,213,241,976,94,309,1
74,1262,1397,9,1,0,37,226,1106,102,357,0
9,1337,1411,1,3,2,315,0,1433,121,612,1
43,1348,1425,8,3,2,37,274,1177,108,612,1
7,1342,1440,5,3,2,187,171,648,61,275,1
36,1799,1822,4,3,0,108,78,806,84,612,1
47,1471,1513,3,3,0,19,239,977,94,326,1
40,1523,1523,5,1,0,19,197,1415,116,612,1
53,1523,1387,2,3,2,19,78,809,84,2,0
55,1533,1572,4,3,0,19,72,1141,104,337,1
84,1508,1523,3,3,0,19,239,977,94,326,1
64,1786,1527,4,3,2,19,264,874,90,612,1
38,1537,1537,4,3,0,19,192,784,83,0,1
61,1527,1513,4,1,2,19,192,784,83,0,1
28,1534,1654,4,3,0,19,71,764,74,596,1
22,1545,1532,4,3,0,19,195,637,59,377,1
43,1604,1554,7,3,2,19,196,1150,106,612,1
57,1562,1564,3,3,2,19,174,67,10,612,1
92,1506,1558,3,2,0,19,171,847,88,612,1
67,1547,1563,3,3,2,19,152,352,38,282,1
21,1535,1580,4,2,2,19,191,210,31,612,1
31,1525,1515,4,3,2,19,96,1257,109,241,1
124,1532,1650,6,1,0,19,213,1121,102,535,1
49,1538,1543,3,1,2,19,178,1434,122,612,1
40,1509,1554,9,3,2,19,172,184,26,612,1
49,1546,1478,6,1,2,19,211,1072,102,148,1
78,1542,1535,9,2,0,19,204,467,52,137,1
58,1499,1526,3,1,0,19,174,67,10,612,1
69,1527,1477,4,0,1,19,195,637,59,377,1
155,1517,1496,6,1,2,19,197,1416,116,0,1
47,1507,1505,4,3,2,19,195,637,59,377,1
15,1519,1517,5,1,2,19,197,1415,116,612,1
95,1503,1528,3,3,2,19,171,650,61,299,1
34,1539,1537,6,1,0,19,212,1052,102,83,1
52,1549,1556,8,1,0,19,101,1282,109,307,1
52,1520,1539,6,1,0,19,185,550,55,612,1
47,1529,1551,6,3,2,19,213,1121,102,535,1
30,1564,1478,6,3,0,19,213,1121,102,535,1
37,1507,1576,3,3,2,19,174,67,10,612,1
105,1567,1522,4,2,2,19,192,784,83,0,1
41,1568,1563,3,1,2,19,152,352,38,282,1
60,1578,1607,4,1,0,19,192,784,83,0,1
52,1563,1567,6,3,0,19,197,1416,116,0,1
69,1559,1488,2,3,2,19,77,682,70,612,1
45,1500,1458,4,3,2,19,264,874,90,612,1
117,1362,1471,6,3,2,311,216,1039,102,77,1
55,1462,1403,6,1,2,311,72,1137,104,314,1
47,2621,1715,16,2,2,30,210,529,52,569,0
30,2621,1715,9,3,0,30,208,533,52,569,0
83,1715,1721,4,3,2,102,72,1143,104,349,0
47,2621,1715,7,3,2,30,295,422,44,538,0
17,1715,2621,6,3,0,30,117,1289,109,352,0
104,1715,2621,6,3,0,26,117,1289,109,352,0
41,1826,1648,2,3,2,19,36,682,70,612,0
116,1603,1570,6,1,0,19,201,405,40,612,1
41,1590,1641,5,1,2,19,192,783,83,612,1
43,1670,1599,5,1,2,19,258,868,90,386,1
52,1612,1560,6,3,0,19,206,514,52,569,1
56,1569,1602,4,3,0,19,99,1324,109,385,1
134,1580,1580,3,3,0,19,90,1208,109,99,1
59,1558,1546,7,2,2,19,196,1150,106,612,1
74,1647,1543,9,3,0,19,352,604,58,196,1
81,1531,1541,2,1,2,19,81,111,17,612,1
168,1542,1578,5,1,0,19,121,1194,109,612,1
29,1500,1883,3,3,0,315,171,650,61,299,0
132,1890,2139,4,1,0,19,181,568,55,612,1
55,2131,2018,10,3,2,19,113,1248,109,195,1
95,2116,2252,8,1,2,19,326,710,72,137,1
101,1891,1702,3,2,2,19,91,1351,109,504,1
47,1697,1496,4,3,2,19,152,1002,96,501,1
71,1686,1657,5,1,2,19,38,1258,109,242,1
52,1542,1679,10,3,0,19,114,1328,109,408,1
18,1286,1677,10,3,0,19,114,1328,109,408,1
47,1672,1437,8,1,2,19,218,1047,102,76,1
39,1664,1590,4,1,2,19,72,1141,104,337,1
93,1592,1677,9,2,2,19,110,1266,109,256,1
69,1658,1689,6,2,2,117,211,1120,102,515,1
20,1702,1607,4,1,0,117,241,980,94,543,1
45,1734,1713,4,3,2,19,93,1217,109,139,1
50,1693,1702,3,1,0,19,90,1208,109,99,1
53,1883,1708,2,3,2,19,41,443,50,612,1
56,1719,1710,6,3,0,19,211,1108,102,380,1
84,1950,1960,3,3,0,361,239,977,94,326,1
29,1864,1976,10,1,2,19,114,1328,109,408,1
72,2065,1976,6,3,2,102,91,1359,109,506,0
63,1976,1988,10,3,2,355,108,1334,109,420,1
141,1976,1987,4,3,2,355,195,637,59,377,1
92,2035,1961,6,1,0,361,51,54,8,149,1
64,1975,1908,8,3,0,19,199,305,36,516,1
90,1463,1974,3,3,0,19,6,1473,127,556,1
70,1997,1480,7,1,0,19,173,173,20,406,1
68,1950,1997,2,3,0,19,72,1125,104,612,0
63,2229,2002,10,1,2,361,154,316,38,18,1
52,1468,1509,3,1,0,102,171,649,61,276,1
75,1904,1509,4,1,2,19,241,967,94,132,0
50,1509,1904,8,3,0,19,79,819,84,137,0
105,1502,1361,4,3,2,350,99,1324,109,385,1
69,1913,1504,7,3,2,350,219,1074,102,181,1
116,1509,1738,4,1,0,350,192,784,83,0,1
41,1369,1502,6,3,0,350,206,463,52,47,1
44,1454,1493,7,1,0,350,280,896,90,348,1
109,1427,1493,9,1,2,19,219,1078,102,181,0
17,1493,1781,5,1,2,19,99,1314,109,381,0
47,1427,1493,9,1,2,19,220,1081,102,181,0
20,1493,1781,4,3,0,19,78,652,61,317,0
15,1493,1427,11,3,2,19,208,516,52,569,0
45,1781,1493,6,3,2,19,206,463,52,47,0
45,1781,1493,4,3,2,37,264,874,90,612,0
46,1498,1482,11,3,0,187,205,476,52,137,1
77,1461,1493,6,3,2,187,206,463,52,47,1
43,1638,1500,10,3,2,19,227,1100,102,357,1
81,1488,1527,5,2,2,19,73,20,0,469,1
139,1501,1498,6,1,2,19,206,463,52,47,1
54,1547,1486,7,1,0,187,219,1074,102,181,1
60,1492,1658,4,1,0,19,99,1324,109,385,1
36,1500,1605,3,3,0,19,93,1219,109,141,1
1,2621,1384,1,2,2,313,36,960,93,612,0
22,1384,2621,1,3,0,102,0,404,39,612,0
90,1216,1555,3,1,0,361,90,1208,109,99,1
44,1426,1946,5,3,0,19,242,982,94,564,1
55,1946,1259,2,1,2,19,36,433,48,612,1
56,1765,1939,9,3,0,19,154,323,38,18,1
33,1938,1352,3,3,2,19,241,992,94,610,1
31,1985,1949,5,3,2,19,153,343,38,181,1
34,1927,1938,5,1,0,19,152,389,38,571,1
109,1924,1998,13,2,2,19,298,419,44,181,1
96,1717,1918,1,3,0,19,2,61,9,612,1
67,1910,1773,6,3,2,19,343,593,58,612,1
91,1902,1789,6,3,2,19,52,34,7,612,1
138,1663,1909,5,0,1,19,248,1378,110,0,1
88,1924,1850,14,3,0,19,361,619,58,396,1
38,1350,1923,8,1,0,19,154,312,38,18,1
98,1811,1914,6,3,0,19,157,377,38,548,1
58,2128,1896,5,3,0,19,152,369,38,477,1
50,1901,2123,3,3,0,19,36,284,35,612,1
43,1776,1917,4,3,2,19,95,1223,109,141,1
52,1930,1867,8,3,0,19,108,1333,109,409,1
108,2106,1993,8,1,0,232,123,1290,109,352,1
43,1993,1500,5,1,2,311,265,907,90,435,0
96,1500,1993,8,1,0,311,201,495,52,211,0
87,1987,1828,12,1,2,358,346,601,58,191,1
56,1835,1980,2,3,0,358,41,443,50,612,1
112,1688,1711,2,3,0,19,37,960,93,612,1
152,1646,1679,4,2,0,19,32,281,33,543,1
33,1716,1696,3,3,2,19,171,654,61,334,1
50,1709,1628,4,3,0,19,47,446,50,104,1
58,1636,1701,10,3,0,19,154,316,38,18,1
45,1692,1645,5,3,2,19,241,976,94,309,1
120,1550,1685,10,2,0,19,154,316,38,18,1
37,1675,1654,4,3,2,19,43,945,92,612,1
90,1651,1674,7,1,0,329,196,1150,106,612,1
69,1641,1632,5,3,2,37,71,760,74,472,1
120,1621,1630,2,3,0,363,1,738,73,247,1
109,1566,1597,10,1,2,21,144,1296,109,362,0
53,1551,1592,4,1,2,19,191,210,31,612,1
81,1569,1564,4,2,2,19,176,1438,122,329,1
85,1558,1691,4,0,1,19,245,943,90,322,0
61,1731,1566,7,2,2,19,206,522,52,569,1
51,1813,1571,5,3,2,19,195,1150,106,612,1
43,1559,1525,3,3,2,19,37,768,78,612,1
51,1697,1558,11,2,2,19,208,520,52,569,1
51,1777,1565,6,3,2,19,185,557,55,612,1
69,1553,1482,4,1,2,19,258,851,90,612,1
53,1648,1565,8,3,2,19,201,495,52,211,1
17,1529,1583,11,1,2,19,208,516,52,569,1
39,1572,1451,9,1,2,19,275,924,90,581,1
78,1580,1799,4,2,0,19,264,874,90,612,1
62,1534,1553,6,1,0,19,185,557,55,612,1
49,1616,1568,8,1,2,19,283,875,90,6,1
27,1511,1553,11,3,0,19,144,1299,109,362,1
36,1573,1541,6,1,0,19,211,1108,102,380,1
3,1500,1342,3,3,2,186,171,661,61,591,0
2,1500,1537,2,3,0,108,152,311,38,0,1
44,1853,1826,6,3,0,217,201,405,40,612,1
35,1826,1853,5,3,2,217,42,449,50,309,0
53,1921,1647,5,3,2,311,83,117,17,18,1
131,1396,1670,4,1,2,19,37,964,94,44,1
50,1691,1499,3,3,0,19,181,540,55,612,1
24,1708,1649,7,1,0,19,154,322,38,18,1
36,1559,1699,3,1,0,19,90,1208,109,99,1
15,1786,1775,7,3,2,19,196,1150,106,612,1
49,1774,1786,11,1,2,19,129,1229,109,166,1
37,1500,1416,10,1,2,37,227,1100,102,357,0
7,1431,1416,6,3,0,37,201,405,40,612,0
42,1416,2361,5,1,0,248,182,576,55,185,0
83,2401,1416,9,1,2,37,122,1288,109,352,0
59,2401,1416,9,1,2,37,196,1165,106,426,0
29,2361,1695,6,3,2,248,72,1146,104,425,0
18,2066,1695,6,3,0,238,72,1146,104,425,0
138,1720,1683,6,1,0,291,72,1145,104,403,1
57,1674,1579,9,3,2,288,201,494,52,211,1
38,1587,1666,6,3,0,288,72,1145,104,403,1
42,1751,1675,3,3,2,294,171,661,61,591,1
22,1684,1742,4,3,0,294,191,653,61,330,1
23,1732,1694,2,3,2,294,72,1125,104,612,1
36,1762,1681,6,3,0,291,72,1145,104,403,1
92,1690,1758,5,1,0,329,192,785,83,1,1
17,1749,1700,2,3,2,329,72,1125,104,612,1
17,1689,1677,6,3,2,236,201,503,52,476,1
67,1689,1567,2,1,2,19,71,1450,124,612,0
52,1698,1785,4,3,0,37,191,643,61,110,1
36,1664,1711,3,3,2,37,7,585,57,612,1
45,1510,1729,3,3,2,21,171,654,61,334,1
66,1500,1500,2,3,0,19,71,774,79,612,0
45,1781,1750,6,1,2,108,162,357,38,324,1
75,1426,969,3,3,2,153,71,746,74,612,1
93,1455,971,2,3,2,102,36,214,32,0,1
50,972,1662,2,3,0,37,19,247,33,274,1
81,1927,2434,7,2,2,19,91,1294,109,359,1
64,2619,1927,12,3,0,329,281,925,90,594,0
51,1814,1805,4,3,2,108,241,967,94,132,1
24,1500,1500,5,2,0,236,97,1323,109,382,0
51,1500,1500,5,1,2,236,194,1025,101,344,0
76,1961,1500,5,3,0,19,241,981,94,543,0
45,1500,1961,4,3,2,19,108,1251,109,206,0
101,1621,1247,5,3,2,108,121,1194,109,612,0
63,1500,1621,7,3,2,108,83,123,17,18,0
52,1621,1500,13,3,0,108,233,1058,102,139,0
80,1500,1621,9,1,0,108,103,1201,109,9,0
11,1621,1500,3,3,2,108,152,359,38,377,0
59,1621,1813,5,3,0,108,83,117,17,18,0
84,1500,1621,8,3,0,108,44,447,50,144,0
43,2156,1621,5,3,2,108,45,454,50,428,0
103,1621,1093,4,1,2,108,36,132,17,154,0
92,1500,1621,6,1,0,108,121,1195,109,0,0
29,1894,1621,4,3,2,108,40,766,76,612,0
33,1621,1894,12,3,0,108,166,335,38,137,0
14,1894,1621,9,3,2,108,305,425,44,561,0
17,1621,1894,4,3,0,108,99,1324,109,385,0
14,1894,1621,12,3,2,108,91,1357,109,505,0
22,1621,1894,17,3,0,108,133,1240,109,166,0
32,1621,1903,6,2,0,108,191,212,31,407,0
52,1621,1500,10,3,0,108,102,1276,109,296,0
27,1903,1621,4,3,2,108,65,200,29,377,0
48,1621,1903,4,3,0,108,72,1143,104,349,0
39,1903,1621,4,3,2,108,65,200,29,377,0
81,1621,1903,15,3,0,108,233,1070,102,139,0
34,1621,1804,7,3,0,108,80,811,84,55,0
34,1903,1621,4,3,2,108,65,200,29,377,0
88,1847,1944,9,3,0,19,270,890,90,229,1
64,2040,2334,6,3,0,311,77,693,70,525,1
48,1973,2040,11,0,1,19,116,1329,109,408,0
115,1800,1973,8,1,2,19,221,1092,102,357,0
48,1973,2040,11,0,1,19,116,1329,109,408,0
19,1973,1505,4,3,2,102,241,965,94,53,0
51,1973,1765,1,3,2,19,1,734,73,612,0
82,2010,1973,5,2,0,19,44,1420,117,612,0
58,1973,1522,5,3,2,19,192,785,83,1,0
36,2091,1958,2,3,0,19,1,738,73,247,1
116,1969,1969,15,2,0,19,130,1228,109,166,1
71,1953,2141,7,3,2,19,206,522,52,569,1
62,1942,1942,11,3,0,19,154,319,38,18,1
51,1942,1500,4,1,2,19,72,1141,104,337,0
17,1942,1500,7,3,2,121,159,386,38,548,0
69,1929,1983,8,3,2,19,72,1139,104,314,1
44,1876,1919,10,1,0,19,127,1227,109,166,1
32,1700,1925,2,0,1,19,36,682,70,612,1
137,1773,1930,2,0,1,19,71,774,79,612,1
53,1925,1696,6,3,2,19,206,514,52,569,1
53,1930,1762,5,0,1,19,155,374,38,548,1
124,1864,1921,3,1,0,19,152,371,38,533,1
24,1930,1988,10,2,0,19,108,1334,109,420,1
83,2109,1936,17,3,2,311,364,616,58,396,1
80,1898,1926,9,3,0,19,349,608,58,315,1
73,1527,1608,9,3,2,236,220,1081,102,181,0
34,1588,1527,8,1,0,236,196,1166,106,479,0
42,1500,1527,3,3,0,236,171,661,61,591,0
58,1548,1527,8,1,0,236,218,1047,102,76,0
35,1527,1500,3,3,2,236,191,635,59,612,0
57,1527,1500,12,3,2,37,217,1042,102,76,0
128,1527,1290,4,1,0,315,192,784,83,0,0
93,1549,1527,6,3,2,28,195,844,87,249,0
61,1500,1527,5,3,2,223,197,1415,116,612,0
84,2237,1742,5,3,0,117,248,1387,110,181,0
78,2001,1395,6,2,0,315,78,182,25,612,1
74,1826,1970,3,3,0,28,91,1351,109,504,1
126,1696,1967,2,3,0,41,4,1471,127,493,1
72,1842,1967,2,3,0,19,4,1471,127,493,0
66,1816,1960,4,1,0,19,241,980,94,543,1
50,1730,1955,3,3,0,315,90,1275,109,295,1
57,1942,1993,7,3,2,19,163,342,38,137,1
52,1956,1864,7,3,0,19,101,1327,109,392,1
76,1866,1948,14,3,0,19,104,1234,109,166,1
89,1935,1968,9,2,2,19,192,793,83,227,1
25,1952,1946,7,3,2,19,239,97,11,614,1
62,1859,1938,3,1,0,303,90,1208,109,99,1
30,1778,1938,4,3,0,350,240,967,94,132,0
67,1938,1778,4,3,2,350,72,1141,104,337,0
37,1778,1938,4,3,2,350,240,967,94,132,0
21,1938,1924,11,3,0,298,195,1149,105,612,0
66,1774,1954,3,3,2,102,92,1202,109,28,1
30,1804,1954,3,3,2,22,92,1202,109,28,0
55,1954,1955,9,2,2,110,103,1197,109,9,0
32,1801,1947,10,3,0,19,276,1187,108,377,1
49,1947,1937,10,3,2,315,109,1264,109,256,0
56,1968,1958,3,3,2,19,93,1219,109,141,1
56,1970,1957,6,3,0,19,167,390,38,599,1
38,2052,1956,5,3,0,19,38,1258,109,242,1
41,1946,1912,7,1,2,19,101,1327,109,392,1
72,1841,1937,2,3,0,19,90,1194,109,612,1
23,1927,1892,11,3,2,19,195,1149,105,612,1
67,1910,2080,9,3,2,19,196,1168,106,481,1
76,1928,1723,9,3,0,37,196,1168,106,481,1
54,1826,1919,3,3,0,349,90,1208,109,99,1
94,1882,1909,3,2,0,19,90,1208,109,99,1
57,1907,1499,2,3,2,19,77,682,70,612,1
39,1899,1790,7,1,2,19,195,1167,106,481,1
65,1713,1553,8,3,2,102,201,297,36,248,0
96,1713,1553,8,3,2,102,201,297,36,248,0
37,1553,1713,6,3,2,102,206,463,52,47,0
97,1680,1572,3,3,2,108,152,352,38,282,1
135,1805,1721,6,1,2,108,206,463,52,47,1
98,1525,1605,11,3,0,108,213,1122,102,535,1
44,1505,1559,6,3,2,108,78,808,84,1,1
44,1408,1371,11,3,0,108,277,1182,108,314,1
93,1608,1500,6,3,2,108,213,1121,102,535,1
80,1500,1500,3,3,0,324,171,661,61,591,0
45,2065,2043,18,3,2,19,134,1235,109,166,1
24,1928,1879,7,3,0,315,101,1327,109,392,1
96,1892,1846,13,2,0,19,104,1200,109,9,1
55,1936,1906,6,3,2,19,201,499,52,240,1
73,1285,1936,9,2,2,19,358,612,58,377,1
19,1933,1564,6,1,2,19,213,1121,102,535,1
48,1922,1917,13,3,0,19,356,625,58,470,1
35,1911,1675,15,3,2,19,123,1283,109,313,1
51,1895,1895,19,1,2,19,135,1235,109,166,1
39,1889,1618,7,3,2,108,192,799,83,371,1
170,2006,1889,7,3,0,238,348,609,58,377,0
51,1876,1807,5,2,2,19,193,778,82,0,1
58,1503,1873,7,1,0,311,199,304,36,516,1
45,1856,1858,8,3,2,19,109,1262,109,256,1
50,1838,1839,10,3,0,19,206,509,52,481,1
42,1505,1907,2,3,0,19,81,111,17,612,1
37,1620,1682,12,3,2,110,337,725,72,377,1
85,1999,1988,10,3,0,102,315,956,92,191,1
171,1976,2010,5,1,2,102,201,462,52,612,1
63,2000,1986,10,3,2,102,316,946,92,119,1
84,1896,1992,7,2,0,104,264,922,90,567,1
65,1983,1904,11,3,2,104,256,1384,110,151,1
113,1822,1992,5,2,2,361,201,462,52,612,1
67,1986,1828,4,3,2,361,36,213,32,612,1
68,1996,2011,7,3,0,361,253,1399,110,561,1
85,1990,1825,4,3,2,19,245,943,90,322,1
120,2001,2005,5,2,0,102,265,907,90,435,1
134,2017,1989,2,1,0,102,3,62,9,171,1
110,2011,1989,3,0,1,28,15,231,33,41,1
51,2000,2000,11,3,0,28,282,874,90,612,1
89,1988,2011,11,3,2,28,284,898,90,348,1
43,1930,2016,6,3,2,28,26,248,33,274,1
136,1945,2006,7,3,0,102,216,1038,102,76,1
86,2020,1932,9,2,0,102,332,728,72,445,1
96,1826,2015,6,1,0,102,216,1039,102,77,1
56,2032,1810,4,3,0,102,241,967,94,132,1
68,1814,2027,6,3,0,102,216,1039,102,77,1
46,1983,2027,13,3,0,19,205,498,52,212,0
95,2017,1989,5,2,2,19,319,705,72,0,1
82,2029,1987,4,2,0,102,241,965,94,53,1
49,2199,2035,7,1,2,17,313,957,92,259,1
102,2035,2045,3,0,1,19,239,977,94,326,0
32,1924,2027,5,2,0,28,1,742,73,351,1
101,2021,1871,2,1,2,19,36,214,32,0,1
135,1941,2012,18,3,0,19,236,1060,102,142,1
107,2002,1950,5,2,2,19,152,389,38,571,1
112,1960,1992,7,2,0,19,216,1038,102,76,1
39,1925,1753,2,3,2,19,36,433,48,612,1
55,1686,1767,3,3,2,19,152,363,38,434,1
49,1888,1775,10,3,2,19,154,316,38,18,1
26,1792,1619,5,3,0,19,246,936,90,130,1
75,1787,1549,9,3,2,19,268,888,90,181,1
2,1567,1782,1,3,0,19,0,677,68,612,1
2,1776,1572,1,3,2,19,0,677,68,612,1
2,1578,1771,1,3,0,19,0,677,68,612,1
2,1789,1560,1,3,0,19,0,677,68,612,1
2,1783,1565,1,3,2,19,0,677,68,612,1
27,1811,1794,7,3,2,19,154,322,38,18,1
148,1485,1802,3,2,1,19,152,363,38,434,1
2,1570,1797,1,3,0,19,0,1433,121,612,1
2,1792,1575,1,3,2,19,0,1433,121,612,1
2,1787,1581,1,3,2,19,0,677,68,612,1
2,1781,1587,1,3,2,19,0,677,68,612,1
2,1776,1593,1,3,2,19,0,677,68,612,1
2,1599,1769,1,3,0,19,0,677,68,612,1
2,1763,1606,1,3,2,19,0,677,68,612,1
2,1613,1756,2,3,0,19,36,433,48,612,1
2,1749,1620,1,3,2,19,0,677,68,612,1
2,1604,1765,1,3,2,19,0,1124,103,612,1
28,1775,1786,5,3,0,19,248,1387,110,181,1
2,1769,1625,2,3,2,19,36,433,48,612,1
2,1761,1632,2,3,2,19,36,433,48,612,1
2,1616,1777,1,3,2,19,0,677,68,612,1
2,1771,1623,2,3,2,19,36,433,48,612,1
2,1763,1630,2,3,2,19,36,433,48,612,1
37,1639,1779,2,3,2,19,152,311,38,0,1
24,1795,1618,7,3,0,19,268,886,90,181,1
14,1811,1631,1,3,0,19,0,677,68,612,1
39,1874,1833,3,3,2,19,152,352,38,282,1
152,1838,2053,5,3,0,19,248,1387,110,181,1
74,1908,1825,9,3,0,19,169,394,38,599,1
34,1838,1761,9,3,0,19,352,604,58,196,1
115,1765,1829,3,3,0,19,152,363,38,434,1
117,1817,1856,9,3,2,19,53,36,7,612,1
92,1821,2067,13,3,0,19,352,605,58,196,1
94,1788,1811,1,3,0,19,0,1124,103,612,1
90,1682,1804,4,3,0,19,0,835,86,278,1
57,1792,1796,9,3,2,19,352,604,58,196,1
56,1798,1685,6,3,0,19,265,1178,108,12,1
92,1693,1789,7,1,0,19,154,322,38,18,1
125,2018,1794,5,3,2,350,65,204,29,465,1
47,1701,1809,9,3,2,19,154,323,38,18,1
72,1644,1802,5,3,0,19,153,343,38,181,1
43,1800,1881,5,0,1,19,265,907,90,435,1
100,1811,1808,7,2,0,19,262,866,90,377,1
44,1525,1538,7,3,0,19,206,522,52,569,1
40,1538,1513,7,1,0,19,264,922,90,567,1
57,1585,1549,8,1,2,19,196,1154,106,137,1
60,1519,1538,3,3,0,19,90,1208,109,99,1
28,1549,1589,3,3,0,19,191,635,59,612,1
86,1512,1524,8,3,0,102,196,1158,106,232,1
56,1528,1805,5,3,0,19,121,1194,109,612,1
91,1796,1533,6,3,2,19,195,844,87,249,1
51,1486,1973,11,1,2,19,284,898,90,348,1
20,1478,1625,11,3,0,19,209,526,52,569,1
57,1473,1196,5,3,2,19,101,1325,109,390,1
102,1518,1458,8,3,0,19,221,1092,102,357,1
43,1445,1445,5,1,2,19,192,785,83,1,1
81,1535,1455,2,1,2,19,1,735,73,137,1
131,1641,1463,3,2,2,19,16,234,33,41,1
39,1569,1472,10,3,2,19,196,1155,106,137,1
42,1489,1401,4,3,0,19,72,1141,104,337,1
11,1941,1491,1,1,2,19,36,960,93,612,1
152,1485,1661,14,2,1,19,133,1235,109,166,1
34,1489,1798,8,3,0,19,105,1196,109,9,1
43,1806,1493,6,3,2,19,213,1121,102,535,1
95,1509,1478,2,3,0,19,41,443,50,612,1
73,1496,1389,6,3,0,19,248,1379,110,1,1
33,991,1495,6,3,0,19,173,172,20,377,1
31,1924,1497,12,3,2,19,203,489,52,178,1
84,1498,2044,3,3,0,19,39,45,8,73,1
57,1476,1746,10,3,2,19,208,525,52,569,1
106,1489,1501,9,3,0,19,223,1098,102,357,1
98,1358,1479,1,2,0,19,0,537,53,612,1
107,1470,1341,11,1,2,19,205,476,52,137,1
118,1485,1473,5,3,0,19,83,117,17,18,1
83,1802,1489,3,3,2,19,41,458,50,549,1
101,1474,1489,13,1,2,236,360,622,58,413,1
19,1562,1486,3,3,2,19,41,453,50,410,1
20,2700,1486,8,3,2,248,88,126,17,137,0
